path	decl_name	classification	residual_reason	all_reasons	text_bytes
dag/test/claim/exact_witness_admission_witness_test.dag	exact_witness_admission_witness_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+ContainsHistoricalReceipt	2915
dag/test/claim/exact_witness_admission_witness_test.dag	red_control_file_grain_note	SourceAnnotationDebt	AmbiguousSubject	ActivePrOverlap+AmbiguousSubject	409
dag/test/claim/exact_witness_admission_witness_test.dag	live_row_claims_are_population_independent_note	SourceAnnotationDebt	NoFollowingSubject	ActivePrOverlap+NoFollowingSubject	470
dag/test/claim/executor_schedule_retention_test.dag	witness_note	ProgramData	HasSemanticConsumer	ContainsHistoricalReceipt+HasSemanticConsumer	349
dag/test/claim/expectation_frontier_witness_test.dag	expectation_frontier_note	TypedOperationalFact	ContainsHistoricalReceipt	AmbiguousSubject+ContainsHistoricalReceipt	1139
dag/test/claim/expectation_frontier_witness_test.dag	subject_source_roots_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	641
dag/test/claim/expectation_frontier_witness_test.dag	undeclared_subject_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	519
dag/test/claim/expectation_frontier_witness_test.dag	declared_subject_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	581
dag/test/claim/extdeps_scope_placement_gate_loudness_witness_test.dag	loudness_witness_note	ProgramData	HasSemanticConsumer	ContainsHistoricalReceipt+HasSemanticConsumer	1321
dag/test/claim/external_model_scope_live_cover_witness_test.dag	live_cover_witness_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	991
dag/test/claim/external_model_scope_witness_test.dag	external_model_scope_witness_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	748
dag/test/claim/external_model_scope_witness_test.dag	red_control_note	ProgramData	HasSemanticConsumer	ContainsHistoricalReceipt+HasSemanticConsumer	378
dag/test/claim/external_model_scope_witness_test.dag	green_control_note	ProgramData	HasSemanticConsumer	HasSemanticConsumer	286
dag/test/claim/external_model_scope_witness_test.dag	manifest_read_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	280
dag/test/claim/external_model_scope_witness_test.dag	base_split_witness_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	1531
dag/test/claim/external_model_scope_witness_test.dag	wet_half_split_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	1075
dag/test/claim/falsifier_alert_migration_witness_test.dag	falsifier_alert_migration_witness_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+ContainsHistoricalReceipt	822
dag/test/claim/falsifier_alert_migration_witness_test.dag	fork_field_discriminator_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+ContainsHistoricalReceipt	463
dag/test/claim/falsifier_alert_migration_witness_test.dag	falsifier_alert_residue_claim_note	TypedOperationalFact	ContainsLifecycleFact	ActivePrOverlap+ContainsLifecycleFact	551
dag/test/claim/falsifier_alert_migration_witness_test.dag	falsifier_alert_job_condition_claim_note	SourceAnnotationDebt	ActivePrOverlap	ActivePrOverlap	451
dag/test/claim/falsifier_alert_migration_witness_test.dag	falsifier_alert_condition_precedence_note	SourceAnnotationDebt	ActivePrOverlap	ActivePrOverlap	588
dag/test/claim/falsifier_alert_migration_witness_test.dag	issue_state_read_claim_note	SourceAnnotationDebt	ActivePrOverlap	ActivePrOverlap	244
dag/test/claim/falsifier_lane_witness_test.dag	falsifier_lane_witness_grain_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	696
dag/test/claim/falsifier_lane_witness_test.dag	falsifier_failing_set_test_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	399
dag/test/claim/falsifier_run_control_witness_test.dag	falsifier_run_control_witness_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	341
dag/test/claim/falsifier_workflow_witness_test.dag	selection_control_order_witness_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+ContainsHistoricalReceipt	671
dag/test/claim/falsifier_workflow_witness_test.dag	red_floor_cold_control_fixture_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+ContainsHistoricalReceipt	593
dag/test/claim/fleet_intent_network_witness_test.dag	fleet_intent_network_srv3_host_witness_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+ContainsHistoricalReceipt	680
dag/test/claim/fleet_intent_network_witness_test.dag	fleet_intent_network_srv5_srv6_reserved_not_enrolled_note	SourceAnnotationDebt	ActivePrOverlap	ActivePrOverlap	595
dag/test/claim/fleet_show_effective_read_witness_test.dag	srv2_slice_cap_drift_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	1319
dag/test/claim/fleet_show_effective_read_witness_test.dag	srv1_width_drift_note	ProgramData	HasSemanticConsumer	ContainsHistoricalReceipt+HasSemanticConsumer	738
dag/test/claim/floor_component_receipt_witness_test.dag	fcr_witness_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+ContainsHistoricalReceipt	619
dag/test/claim/floor_component_receipt_witness_test.dag	fcr_unreached_control_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+ContainsHistoricalReceipt	1006
dag/test/claim/floor_component_receipt_witness_test.dag	fcr_failure_mode_edge_note	TypedOperationalFact	ContainsLifecycleFact	ActivePrOverlap+ContainsLifecycleFact	1018
dag/test/claim/floor_discovery_hand_rust_equivalence_witness_test.dag	floor_discovery_hand_rust_equivalence_note	TypedOperationalFact	ContainsLifecycleFact	ContainsLifecycleFact	468
dag/test/claim/floor_gate_failure_receipt_witness_test.dag	witness_note	ProgramData	HasSemanticConsumer	ContainsHistoricalReceipt+HasSemanticConsumer	280
dag/test/claim/floor_materialization_witness_test.dag	floor_materialization_witness_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	1058
dag/test/claim/floor_resolve_realization_witness_test.dag	floor_resolve_realization_witness_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	395
dag/test/claim/generated_artifact_drift_test.dag	pure_perturb_control_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+ContainsHistoricalReceipt	1434
dag/test/claim/generated_artifact_drift_test.dag	fixed_point_witness_long_lane_note	ProgramData	HasSemanticConsumer	ActivePrOverlap+ContainsHistoricalReceipt+HasSemanticConsumer	9079
dag/test/claim/generated_artifact_drift_test.dag	witness_extra_validation_wired_note	SourceAnnotationDebt	RequiresSentenceSplit	ActivePrOverlap+RequiresSentenceSplit	1099
dag/test/claim/generated_artifact_merge_driver_real_execution_witness_test.dag	witness_driver_script_home_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	576
dag/test/claim/generic_item_clone_bound_witness_test.dag	generic_item_clone_bound_witness_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	1880
dag/test/claim/generic_item_clone_bound_witness_test.dag	fn_clone_bound_wf_witness_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	1427
dag/test/claim/gha_job_projection_witness_test.dag	gha_job_projection_witness_note	SourceAnnotationDebt	RequiresSentenceSplit	RequiresSentenceSplit	1521
dag/test/claim/gha_job_projection_witness_test.dag	absent_field_adjacency_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	810
dag/test/claim/git_ls_remote_witness_test.dag	witness_scope_note	ProgramData	HasSemanticConsumer	HasSemanticConsumer	723
dag/test/claim/git_ls_remote_witness_test.dag	refuse_not_skip_note	TypedOperationalFact	ContainsLifecycleFact	ContainsLifecycleFact	499
dag/test/claim/git_upstream_model_witness_test.dag	git_upstream_witness_lit_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	250
dag/test/claim/gitattributes_emit_witness_test.dag	witness_note	DocumentPayload	PayloadOrFixture	ContainsLifecycleFact+HasSemanticConsumer+PayloadOrFixture	619
dag/test/claim/githooks_pre_push_emit_test.dag	pre_push_line_budget_note	DocumentPayload	PayloadOrFixture	ContainsHistoricalReceipt+PayloadOrFixture	991
dag/test/claim/githooks_repo_local_git_config_emit_witness_test.dag	converge_shell_quoting_witness_note	DocumentPayload	PayloadOrFixture	ContainsHistoricalReceipt+PayloadOrFixture	609
dag/test/claim/guarantee_measurement_witness_test.dag	guarantee_measurement_witness_scope_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	840
dag/test/claim/guarantee_probe_corpus_witness_test.dag	guarantee_probe_corpus_witness_scope_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+ContainsHistoricalReceipt	1162
dag/test/claim/guarantee_probe_corpus_witness_test.dag	sole_constructor_probe_scope_note	ProgramData	HasSemanticConsumer	ActivePrOverlap+HasSemanticConsumer+RequiresSentenceSplit	756
dag/test/claim/gunbc_invoke_witness_test.dag	gunbc_invoke_deploy_srv1_pre_migration_golden_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	264
dag/test/claim/heal_author_commit_witness_test.dag	heal_author_commit_witness_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+ContainsHistoricalReceipt	573
dag/test/claim/heal_revalidation_witness_test.dag	heal_revalidation_closed_denominator_witness_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt+NoFollowingSubject	610
dag/test/claim/host_allocation_conservation_test.dag	per_host_width_red_controls_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+ContainsHistoricalReceipt	1163
dag/test/claim/host_allocation_conservation_test.dag	boundary_is_pinned_on_the_memory_axis_note	TypedOperationalFact	ContainsLifecycleFact	ActivePrOverlap+ContainsLifecycleFact	867
dag/test/claim/host_allocation_conservation_test.dag	committed_width_never_exceeds_memory_admission_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+ContainsHistoricalReceipt	313
dag/test/claim/host_allocation_conservation_test.dag	srv4_commits_below_its_memory_admission_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+ContainsHistoricalReceipt	508
dag/test/claim/host_budget_source_witness_test.dag	degraded_is_private_limit_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	542
dag/test/claim/host_budget_source_witness_test.dag	platform_wall_red_control_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	850
dag/test/claim/host_budget_source_witness_test.dag	refusal_is_not_a_number_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	614
dag/test/claim/host_budget_source_witness_test.dag	label_carries_no_unread_path_note	TypedOperationalFact	ContainsLifecycleFact	ContainsLifecycleFact	367
dag/test/claim/host_build_cache_provision_design_witness_test.dag	unit_self_exiting_sketch_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+ContainsHistoricalReceipt	685
dag/test/claim/host_build_cache_provision_real_execution_witness_test.dag	path_authority_observation_staged_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt+NoFollowingSubject	655
dag/test/claim/host_network_diagnosis_witness_test.dag	witness_srv4_hinge_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	496
dag/test/claim/host_network_diagnosis_witness_test.dag	witness_red_control_note	ProgramData	HasSemanticConsumer	ContainsHistoricalReceipt+HasSemanticConsumer	603
dag/test/claim/host_network_diagnosis_witness_test.dag	witness_non_vacuity_note	ProgramData	HasSemanticConsumer	HasSemanticConsumer	174
dag/test/claim/host_network_diagnosis_witness_test.dag	witness_axis_cell_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	795
dag/test/claim/host_phase_status_witness_test.dag	witness_no_producer_is_unknown_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+ContainsHistoricalReceipt	480
dag/test/claim/host_phase_status_witness_test.dag	witness_orthogonality_note	TypedOperationalFact	ContainsLifecycleFact	ActivePrOverlap+ContainsLifecycleFact	805
dag/test/claim/host_phase_status_witness_test.dag	witness_producer_refusal_is_coverage_note	SourceAnnotationDebt	ActivePrOverlap	ActivePrOverlap	385
dag/test/claim/host_phase_status_witness_test.dag	witness_widen_red_control_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+ContainsHistoricalReceipt	536
dag/test/claim/host_phase_status_witness_test.dag	witness_reconcile_non_vacuous_note	TypedOperationalFact	ContainsLifecycleFact	ActivePrOverlap+ContainsLifecycleFact	544
dag/test/claim/host_phase_status_witness_test.dag	witness_matrix_shape_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+ContainsHistoricalReceipt	568
dag/test/claim/host_phase_status_witness_test.dag	witness_remaining_work_note	TypedOperationalFact	ContainsLifecycleFact	ActivePrOverlap+ContainsLifecycleFact	451
dag/test/claim/host_phase_status_witness_test.dag	witness_program_scoping_note	SourceAnnotationDebt	ActivePrOverlap	ActivePrOverlap	566
dag/test/claim/host_phase_status_witness_test.dag	witness_participation_set_semantics_note	SourceAnnotationDebt	ActivePrOverlap	ActivePrOverlap	595
dag/test/claim/host_phase_status_witness_test.dag	witness_identity_is_exactly_canonical_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+ContainsHistoricalReceipt	751
dag/test/claim/host_run_boundary_admission_witness_test.dag	host_run_boundary_admission_witness_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	921
dag/test/claim/host_swap_backing_witness_test.dag	witness_requirement_derivation_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	399
dag/test/claim/host_swap_backing_witness_test.dag	witness_red_control_note	ProgramData	HasSemanticConsumer	ContainsHistoricalReceipt+HasSemanticConsumer	544
dag/test/claim/host_swap_backing_witness_test.dag	witness_frontier_count_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	468
dag/test/claim/host_toolchain_components_witness_test.dag	witness_incident_hinge_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	578
dag/test/claim/host_toolchain_components_witness_test.dag	witness_fix_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	252
dag/test/claim/host_toolchain_components_witness_test.dag	witness_no_probe_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	397
dag/test/claim/host_toolchain_components_witness_test.dag	witness_missing_set_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	257
dag/test/claim/host_toolchain_components_witness_test.dag	witness_red_control_note	ProgramData	HasSemanticConsumer	HasSemanticConsumer	615
dag/test/claim/host_toolchain_components_witness_test.dag	witness_reachability_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	841
dag/test/claim/http_serve_route_witness_test.dag	regex_parity_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	719
dag/test/claim/instrument_camera_witness_test.dag	instrument_camera_witness_note	TypedOperationalFact	ContainsLifecycleFact	ActivePrOverlap+ContainsLifecycleFact	661
dag/test/claim/instrument_physical_witness_test.dag	instrument_physical_witness_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	623
dag/test/claim/instrument_sandbox_witness_test.dag	instrument_sandbox_witness_note	TypedOperationalFact	ContainsHistoricalReceipt	AmbiguousSubject+ContainsHistoricalReceipt	688
dag/test/claim/instrument_sandbox_witness_test.dag	mechanism_half_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	1044
dag/test/claim/instrument_sandbox_witness_test.dag	refused_cannot_paint_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	360
dag/test/claim/instrument_sandbox_witness_test.dag	press_css_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	356
dag/test/claim/instrument_sandbox_witness_test.dag	program_grain_fixture_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	679
dag/test/claim/instrument_sandbox_witness_test.dag	program_grain_witness_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	513
dag/test/claim/instrument_sandbox_witness_test.dag	outcome_grain_still_line_scoped_note	TypedOperationalFact	ContainsLifecycleFact	ContainsLifecycleFact	204
dag/test/claim/instrument_tuner_witness_test.dag	instrument_tuner_witness_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+ContainsHistoricalReceipt	384
dag/test/claim/interpreter_dispatch_bijection_real_roster_witness_test.dag	interpreter_dispatch_bijection_real_roster_witness_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	733
dag/test/claim/json_emit_witness_test.dag	json_text_exponent_regression_note	DocumentPayload	PayloadOrFixture	ContainsHistoricalReceipt+PayloadOrFixture	544
dag/test/claim/json_parse_witness_test.dag	json_parse_witness_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	647
dag/test/claim/json_parse_witness_test.dag	trailing_comma_regression_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	757
dag/test/claim/json_parse_witness_test.dag	unknown_escape_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	694
dag/test/claim/jwt_oidc_claims_witness_test.dag	witness_purpose_note	ProgramData	HasSemanticConsumer	AmbiguousSubject+HasSemanticConsumer	846
dag/test/claim/jwt_oidc_claims_witness_test.dag	numeric_date_note	TypedOperationalFact	ContainsLifecycleFact	ContainsLifecycleFact	825
dag/test/claim/jwt_oidc_claims_witness_test.dag	observation_is_not_requirement_note	TypedOperationalFact	ContainsLifecycleFact	ContainsLifecycleFact	730
dag/test/claim/keyed_roster_witness_test.dag	keyed_roster_witness_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	672
dag/test/claim/language_module_home_test.dag	witness_note	ProgramData	HasSemanticConsumer	ContainsLifecycleFact+HasSemanticConsumer	478
dag/test/claim/language_module_home_test.dag	gate_predicate_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	1105
dag/test/claim/language_source_scaffold_index_test.dag	language_source_scaffold_index_test_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	1664
dag/test/claim/language_target_identity_witness_test.dag	language_target_identity_witness_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	1013
dag/test/claim/language_target_identity_witness_test.dag	neutral_key_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	757
dag/test/claim/language_target_identity_witness_test.dag	duplicate_registration_grain_control_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	689
dag/test/claim/language_target_identity_witness_test.dag	outcome_naming_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	645
dag/test/claim/language_target_identity_witness_test.dag	distinct_target_dedup_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	622
dag/test/claim/language_target_identity_witness_test.dag	accounting_discrimination_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	669
dag/test/claim/language_target_registry_totality_test.dag	registry_totality_witness_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	1156
dag/test/claim/language_target_registry_totality_test.dag	accounting_partition_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	385
dag/test/claim/language_target_registry_totality_test.dag	vocabulary_surface_premise_inversion_note	TypedOperationalFact	ContainsLifecycleFact	ContainsLifecycleFact	971
dag/test/claim/language_target_registry_totality_test.dag	both_arms_oracle_note	TypedOperationalFact	ContainsHistoricalReceipt	AmbiguousSubject+ContainsHistoricalReceipt	558
dag/test/claim/language_target_registry_totality_test.dag	projection_direction_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	1129
dag/test/claim/language_target_registry_totality_test.dag	legacy_id_direction_note	TypedOperationalFact	ContainsLifecycleFact	ContainsLifecycleFact	940
dag/test/claim/language_target_subject_registration_test.dag	subject_registration_witness_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	1064
dag/test/claim/language_target_subject_registration_test.dag	roster_enrollment_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	556
dag/test/claim/language_target_subject_registration_test.dag	disposition_coverage_note	TypedOperationalFact	ContainsLifecycleFact	ContainsLifecycleFact	504
dag/test/claim/language_target_subject_registration_test.dag	red_control_note	ProgramData	HasSemanticConsumer	HasSemanticConsumer	474
dag/test/claim/language_target_subject_registration_test.dag	runtime_binding_split_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	429
dag/test/claim/legacy_test_behavior_disposition_acceptance_test.dag	legacy_test_behavior_acceptance_note	SourceAnnotationDebt	AmbiguousSubject	AmbiguousSubject	572
dag/test/claim/legacy_test_behavior_disposition_acceptance_test.dag	legacy_test_behavior_acceptance_dissolution_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	329
dag/test/claim/live_deploy/emit_test.dag	attempt_state_mode_derivation_witness_note	DocumentPayload	PayloadOrFixture	ActivePrOverlap+ContainsHistoricalReceipt+PayloadOrFixture	833
dag/test/claim/live_deploy/emit_test.dag	unprivileged_principal_witness_note	DocumentPayload	PayloadOrFixture	ActivePrOverlap+ContainsHistoricalReceipt+PayloadOrFixture	666
dag/test/claim/live_deploy/emit_test.dag	tree_sync_restart_diagnosis_witness_note	DocumentPayload	PayloadOrFixture	ActivePrOverlap+ContainsHistoricalReceipt+PayloadOrFixture	413
dag/test/claim/live_deploy/emit_test.dag	owned_only_removes_exactly_its_own_endpoint_note	DocumentPayload	PayloadOrFixture	ActivePrOverlap+ContainsHistoricalReceipt+PayloadOrFixture	1334
dag/test/claim/live_deploy/emit_test.dag	apply_no_frozen_page_note	DocumentPayload	PayloadOrFixture	ActivePrOverlap+PayloadOrFixture	248
dag/test/claim/live_deploy/emit_test.dag	emit_poison_backstop_witness_note	DocumentPayload	PayloadOrFixture	ActivePrOverlap+ContainsHistoricalReceipt+PayloadOrFixture	662
dag/test/claim/live_deploy/emit_test.dag	twin_on_one_host_witness_note	DocumentPayload	PayloadOrFixture	ActivePrOverlap+ContainsLifecycleFact+PayloadOrFixture	1123
dag/test/claim/live_deploy/emit_test.dag	non_degeneracy_without_transcription_note	DocumentPayload	PayloadOrFixture	ActivePrOverlap+AmbiguousSubject+ContainsHistoricalReceipt+PayloadOrFixture	1211
dag/test/claim/live_deploy/emit_test.dag	teardown_safety_witness_note	DocumentPayload	PayloadOrFixture	ActivePrOverlap+PayloadOrFixture	789
dag/test/claim/live_deploy/emit_test.dag	two_lanes_converged_on_one_claim_note	DocumentPayload	PayloadOrFixture	ActivePrOverlap+ContainsHistoricalReceipt+PayloadOrFixture	1168
dag/test/claim/live_deploy/emit_test.dag	emitted_effect_twin_note	DocumentPayload	PayloadOrFixture	ActivePrOverlap+ContainsHistoricalReceipt+PayloadOrFixture	1424
dag/test/claim/live_deploy/emit_test.dag	belt_spawn_root_witness_note	DocumentPayload	PayloadOrFixture	ActivePrOverlap+ContainsHistoricalReceipt+PayloadOrFixture	1231
dag/test/claim/live_deploy/emit_test.dag	shell_quote_authority_note	DocumentPayload	PayloadOrFixture	ActivePrOverlap+ContainsHistoricalReceipt+PayloadOrFixture	383
dag/test/claim/live_deploy/emit_test.dag	twin_creates_its_own_bin_dir_note	DocumentPayload	PayloadOrFixture	ActivePrOverlap+ContainsHistoricalReceipt+PayloadOrFixture	845
dag/test/claim/live_deploy/emit_test.dag	teardown_disposition_after_the_mapping_started_acting_note	DocumentPayload	PayloadOrFixture	ActivePrOverlap+ContainsHistoricalReceipt+PayloadOrFixture	1516
dag/test/claim/live_deploy/emit_test.dag	endpoint_identity_is_the_collision_axis_note	DocumentPayload	PayloadOrFixture	ActivePrOverlap+PayloadOrFixture	1370
dag/test/claim/live_deploy/emit_test.dag	unobserved_client_refuses_before_emission_note	DocumentPayload	PayloadOrFixture	ActivePrOverlap+ContainsHistoricalReceipt+PayloadOrFixture	1308
dag/test/claim/local_tidy_fmt_outcome_test.dag	local_tidy_fmt_outcome_test_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	583
dag/test/claim/long/cited_symbol_resolution_witness_test.dag	cited_symbol_resolution_long_witness_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	287
dag/test/claim/long/commit_witness_claim_roster_witness_test.dag	commit_witness_claim_roster_long_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	804
dag/test/claim/long/dag_compile_clean_scope_disposition_witness_test.dag	dag_compile_clean_scope_disposition_long_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	869
dag/test/claim/long/generated_artifact_drift_fixed_point_witness_test.dag	generated_artifact_drift_fixed_point_long_note	TypedOperationalFact	ContainsHistoricalReceipt	AmbiguousSubject+ContainsHistoricalReceipt	1498
dag/test/claim/long/generated_artifact_drift_fixed_point_witness_test.dag	fixed_point_witness_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	729
dag/test/claim/long/instrument_sandbox_live_witness_test.dag	instrument_sandbox_live_long_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+ContainsHistoricalReceipt	2488
dag/test/claim/long/instrument_sandbox_live_witness_test.dag	study_not_instrument_note	SourceAnnotationDebt	ActivePrOverlap	ActivePrOverlap	614
dag/test/claim/long/instrument_sandbox_live_witness_test.dag	post_7822_attribution_note	ProgramData	HasSemanticConsumer	ActivePrOverlap+AmbiguousSubject+ContainsHistoricalReceipt+HasSemanticConsumer	2866
dag/test/claim/long/instrument_sandbox_live_witness_test.dag	deferral_floor_note	ProgramData	HasSemanticConsumer	ActivePrOverlap+AmbiguousSubject+ContainsHistoricalReceipt+HasSemanticConsumer	941
dag/test/claim/long/instrument_sandbox_live_witness_test.dag	live_world_note	SourceAnnotationDebt	ActivePrOverlap	ActivePrOverlap	298
dag/test/claim/long/instrument_sandbox_live_witness_test.dag	front_grain_witness_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+ContainsHistoricalReceipt	475
dag/test/claim/long/instrument_sandbox_live_witness_test.dag	evidence_refusal_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+ContainsHistoricalReceipt	304
dag/test/claim/long/instrument_sandbox_live_witness_test.dag	press_markup_note	TypedOperationalFact	ContainsHistoricalReceipt	ActivePrOverlap+ContainsHistoricalReceipt	277
dag/test/claim/long/reference_closure_equivalence_test.dag	conformance_import_envelope_dissolution_note	TypedOperationalFact	ContainsLifecycleFact	ContainsLifecycleFact	458
dag/test/claim/long/reference_closure_equivalence_test.dag	reference_closure_equivalence_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	852
dag/test/claim/long/v1_complexity_capability_census_resolution_test.dag	resolution_witness_note	TypedOperationalFact	ContainsHistoricalReceipt	AmbiguousSubject+ContainsHistoricalReceipt	647
dag/test/claim/long/v1_complexity_capability_census_resolution_test.dag	file_is_observed_not_authored_note	SourceAnnotationDebt	AmbiguousSubject	AmbiguousSubject+RequiresSentenceSplit	381
dag/test/claim/long/v1_complexity_capability_census_resolution_test.dag	census_resolution_pool_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	635
dag/test/claim/long/v1_complexity_capability_census_resolution_test.dag	census_resolution_red_controls_note	TypedOperationalFact	ContainsHistoricalReceipt	ContainsHistoricalReceipt	450
